check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	1252	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw Android nested-node Enter owner	raw Android Enter proof inside nested editable content required		deferred: requires raw Android device/browser proof; semantic mobile viewport cannot close it.	Android enter in middle of nested node deletes remaining content	https://github.com/ProseMirror/prosemirror/issues/1252	Relevant mobile editing pressure, but exact issue is Android Enter in the middle of nested DOM content deleting the rest. Needs raw Android proof before runtime changes.
[x]	1253	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	End key behaviour inconsistent	https://github.com/ProseMirror/prosemirror/issues/1253	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1254	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Getting TypeError: Cannot read properties of null (reading 'matchesNode')	https://github.com/ProseMirror/prosemirror/issues/1254	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1255	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw IME link-boundary spacing owner	raw browser IME proof at link/inline boundary required		deferred: add raw IME link-boundary Space proof before runtime work.	Two spaces inserted instead of one when pressing space at the end of a link when using ime.	https://github.com/ProseMirror/prosemirror/issues/1255	Relevant IME inline-boundary pressure. Slate-v2 has non-IME inline mention double-space proof, but this issue specifically requires Japanese IME at the end of a link.
[x]	1256	CLOSED	yes	covered-by-existing-test	keep-portable	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 IME/mark-boundary owner	focused Chromium IME mark-boundary proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1645 "commits IME composition through an active mark before a formatted sibling"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "commits IME composition through an active mark before a formatted sibling"	Marks are applied to already confirmed text while typing in a new composition before existing text.	https://github.com/ProseMirror/prosemirror/issues/1256	Existing Slate-v2 IME proof composes with an active mark before formatted existing text and verifies only the composition text receives the active mark; focused Chromium command passed.
[x]	1257	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 editable void child-root deletion owner	focused browser child-root Backspace proof	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:407 "Backspace in the first child-root block preserves the editable void"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "Backspace in the first child-root block preserves the editable void|edits same-runtime child root inside editable void"	Deleting first node in NodeView with backspace deletes entire node view content	https://github.com/ProseMirror/prosemirror/issues/1257	Fresh editable-void browser proof deletes the first child-root block with Backspace and verifies the host editable void plus later child content remain.
[x]	1258	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	`parseDOM()` get incorrect attributes if the nested DOM nodes have the same styles.	https://github.com/ProseMirror/prosemirror/issues/1258	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1259	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 list behavior/plugin deletion owner	focused nested-list range delete contract/browser proof required		deferred: core probe showed deleting selected nested list item text leaves an empty nested list item; fix belongs in list behavior/plugin semantics, not blind generic core deletion.	Unexpected backspace/delete key handling in nested lists	https://github.com/ProseMirror/prosemirror/issues/1259	Relevant nested-list deletion pressure. The current generic core deletion model can leave an empty nested list item for a selected nested-list range, so exact closure needs a list behavior owner and regression before marking covered.
[x]	1260	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 list behavior/plugin deletion owner	focused list range delete browser/contract proof required		deferred: same owner as #1259; add list-behavior range delete proof before runtime work.	Bullet point stays after range-select-and-delete	https://github.com/ProseMirror/prosemirror/issues/1260	Relevant list deletion pressure. This is the single-line/full-line variant of #1259; current generic core behavior needs list semantics before closing without fake coverage.
[x]	1261	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 inline-atom visual caret owner	focused marked inline non-editable end-of-block caret geometry proof required		deferred: add marked inline-void end-of-block visual caret oracle before runtime work.	Additional hack nodes required to prevent hidden cursor with inline non-editable nodes	https://github.com/ProseMirror/prosemirror/issues/1261	Relevant visual caret pressure, but existing inline mention keyboard proof does not cover mark-wrapped non-editable inline nodes at block end with visible caret geometry.
[x]	1262	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw Android IME timeout owner	raw Android IME composition duration proof required		deferred: requires raw Android Japanese IME timing proof; desktop/synthetic IME cannot close the 5s timeout path.	Composition ended on Android after 5s delay when typing in an empty paragraph	https://github.com/ProseMirror/prosemirror/issues/1262	Relevant IME pressure, but the issue is Android native composition ending after a 5s timeout only in an empty paragraph.
[x]	1263	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	invalid-skip		N/A: invalid-skip; no portable Slate-v2 editor invariant to verify.	Broken link to MDN in reference guide	https://github.com/ProseMirror/prosemirror/issues/1263	The body is a broken MDN link in ProseMirror reference docs. It is not a Slate-v2 editor behavior, API, selection, clipboard, or browser invariant.
[x]	1264	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	prosemirror-state: Get name of created `PluginKey`	https://github.com/ProseMirror/prosemirror/issues/1264	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1265	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Plugins in DirectEditorProps should be marked as optional	https://github.com/ProseMirror/prosemirror/issues/1265	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1266	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw Android code-block Enter owner	raw Android Gboard code-block Enter proof required		deferred: requires raw Android/Gboard code-block Enter proof; current Slate-v2 browser lanes do not cover native Gboard code composition.	Gboard return doesn't work for code	https://github.com/ProseMirror/prosemirror/issues/1266	Relevant mobile/code editing pressure, but exact behavior depends on Android Chrome + Gboard and nested code-block DOM.
[x]	1267	CLOSED	yes	deferred-with-owner	defer	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 decoration/non-leaf inline owner	focused decoration/non-leaf inline runtime crash proof required		deferred: add a decoration/non-leaf-inline crash oracle before runtime work.	Decoration issue with non-leaf inline nodes	https://github.com/ProseMirror/prosemirror/issues/1267	Relevant decoration pressure, but ProseMirror node decorations and non-leaf inline NodeViews do not map to an exact existing Slate-v2 proof.
[x]	1268	OPEN	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw Android Enter/mark preservation owner	raw Android Enter after backspace mark-preservation proof required		deferred: requires raw Android Chrome proof for Enter after backspacing into marked text.	Android: Enter removes styles and deletes previous content	https://github.com/ProseMirror/prosemirror/issues/1268	Relevant mobile mark/Enter pressure, but exact issue is Android native Enter removing styles or deleting previous content after a delay.
[x]	1269	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 HTML paste/list mark owner	focused browser styled list HTML paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1462 "preserves marks inside implicit pasted list item paragraphs"; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1724 "imports mixed nested ordered and unordered lists from rich HTML paste"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves marks inside implicit pasted list item paragraphs|imports mixed nested ordered and unordered lists from rich HTML paste"	Copy/Paste HTML with Bullets and styled marks breaks	https://github.com/ProseMirror/prosemirror/issues/1269	Portable inbound HTML invariant is bullets/lists with styled marks survive paste. Existing Slate-v2 paste proofs preserve bold/italic marks inside list items and nested list structure; focused Chromium command passed.
[x]	1270	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 table clipboard serialization owner	focused copy serialization proof for multi-paragraph table-cell selection required		deferred: add table-cell multi-paragraph copy HTML/data-slice proof before runtime work.	Duplicates <table> entry in clipboard when copying multiple paragraphs in a <td>	https://github.com/ProseMirror/prosemirror/issues/1270	Relevant table clipboard pressure, but current Slate-v2 tests cover table paste/import, not exact copy serialization from multiple paragraphs inside one table cell.
[x]	1271	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw iOS Safari last-character Backspace owner	raw iOS Safari last-character deletion hang proof required		deferred: requires raw iOS Safari proof; desktop Playwright cannot close native MutationObserver/trailing-break timing hangs.	Backspacing the last character in a paragraph hangs on iOS Safari 	https://github.com/ProseMirror/prosemirror/issues/1271	Relevant mobile deletion pressure, but the issue depends on iOS Safari native DOM mutation timing when deleting the last character.
