number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url	reason
1329	CLOSED	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts	browser decoration/inline/void boundary proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "inline|link|decorator|void|triple-click|Backspace|Enter"	Issue combining decorations from parent editor with decorations created by child editor when nesting editors	https://github.com/ProseMirror/prosemirror/issues/1329	Kept for Decorations, NodeView, inline/atom/void boundaries; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1330	OPEN	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	.tmp/slate-v2/packages/slate/test/transforms-contract.ts; .tmp/slate-v2/packages/slate/test/query-contract.ts	Slate model/operation package proof	refactor-existing/create-new	bun test ./packages/slate/test/transforms-contract.ts ./packages/slate/test/query-contract.ts --test-name-pattern "schema|normalize|join|split|replace|range|node"	RangeError contains node content/UGC in error message	https://github.com/ProseMirror/prosemirror/issues/1330	Kept for Document model, schema, transforms, joins, splits, mapping; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1331	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Editor loses focus when navigating cursor after the end of document using spacebar	https://github.com/ProseMirror/prosemirror/issues/1331	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1332	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard/serialization proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Copy text with leading and trailing `<br>` and paste it into ProseMirror will remove the line break wrongly 	https://github.com/ProseMirror/prosemirror/issues/1332	Kept for Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1333	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	TypeError updateStateInner(prosemirror-view/dist/index)	https://github.com/ProseMirror/prosemirror/issues/1333	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
1334	CLOSED	keep-portable	table-grid-editing	Tables, cells, rows, columns, grid selection	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner	browser table containment/navigation/clipboard proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	setBlockType() in prosemirror-commands can not set all selected table cells block type	https://github.com/ProseMirror/prosemirror/issues/1334	Kept for Tables, cells, rows, columns, grid selection; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1335	OPEN	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	.tmp/slate-v2/packages/slate/test/transforms-contract.ts; .tmp/slate-v2/packages/slate/test/query-contract.ts	Slate model/operation package proof	refactor-existing/create-new	bun test ./packages/slate/test/transforms-contract.ts ./packages/slate/test/query-contract.ts --test-name-pattern "schema|normalize|join|split|replace|range|node"	prosemirror-model tests fail when run from a clean git clone	https://github.com/ProseMirror/prosemirror/issues/1335	Kept for Document model, schema, transforms, joins, splits, mapping; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1336	OPEN	keep-portable	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Sometimes can not input with chinese input method after using latex$	https://github.com/ProseMirror/prosemirror/issues/1336	Kept for IME, beforeinput, composition, keyboard replacement; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1337	CLOSED	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts	browser decoration/inline/void boundary proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "inline|link|decorator|void|triple-click|Backspace|Enter"	Inline node with widget decoration text deletion behave weirdly	https://github.com/ProseMirror/prosemirror/issues/1337	Kept for Decorations, NodeView, inline/atom/void boundaries; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1338	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	The selected text in the current editor has been canceled	https://github.com/ProseMirror/prosemirror/issues/1338	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1339	CLOSED	defer	large-doc-performance	Performance, memory, layout, freeze, bundle size	Slate-v2 performance benchmark owner	focused benchmark target with correctness guardrails required	defer-benchmark-target	create or select a Slate-v2 benchmark target before runtime optimization	safari doesn't support auto scroll while dragging	https://github.com/ProseMirror/prosemirror/issues/1339	Kept for Performance, memory, layout, freeze, bundle size; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1340	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	Editor freezes page when using the translate option of the Edge browser	https://github.com/ProseMirror/prosemirror/issues/1340	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
1341	CLOSED	keep-portable	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	InputRule and history undo	https://github.com/ProseMirror/prosemirror/issues/1341	Kept for IME, beforeinput, composition, keyboard replacement; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1342	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Two keymap improvement suggestions	https://github.com/ProseMirror/prosemirror/issues/1342	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1343	CLOSED	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts	browser decoration/inline/void boundary proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "inline|link|decorator|void|triple-click|Backspace|Enter"	Unable to add content before an inline node at the start of the codument	https://github.com/ProseMirror/prosemirror/issues/1343	Kept for Decorations, NodeView, inline/atom/void boundaries; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1344	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard/serialization proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	facilitate deep-linking	https://github.com/ProseMirror/prosemirror/issues/1344	Kept for Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1345	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Caret stuck in certain views and browsers	https://github.com/ProseMirror/prosemirror/issues/1345	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1346	CLOSED	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	event.stopPropagation() does not stop parent element event from being call	https://github.com/ProseMirror/prosemirror/issues/1346	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
1347	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard/serialization proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Incorrect marks when pasting HTML with nested list	https://github.com/ProseMirror/prosemirror/issues/1347	Kept for Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
1348	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	After ts migration, posFromCoords in a node that lacks a contentDOM now biases towards the node's end instead of the start	https://github.com/ProseMirror/prosemirror/issues/1348	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
1349	CLOSED	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	.tmp/slate-v2/packages/slate/test/transforms-contract.ts; .tmp/slate-v2/packages/slate/test/query-contract.ts	Slate model/operation package proof	refactor-existing/create-new	bun test ./packages/slate/test/transforms-contract.ts ./packages/slate/test/query-contract.ts --test-name-pattern "schema|normalize|join|split|replace|range|node"	setNodeMarkup stopped keeping node.marks by default	https://github.com/ProseMirror/prosemirror/issues/1349	Kept for Document model, schema, transforms, joins, splits, mapping; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
