check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	7335	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: Table row/column freeze, row striping and add row/column header unexpected scroll	https://github.com/facebook/lexical/issues/7335	Table row/column freeze, striping, and header scroll behavior are table UI/geometry concerns; no exact Slate-v2 table scroll interaction oracle exists yet.
[x]	7345	CLOSED	no	invalid-skip	skip	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Bug: Documentation Collab plugin doesnt work	https://github.com/facebook/lexical/issues/7345	Lexical docs/gallery StackBlitz collab link failure is external documentation/demo plumbing, not a portable Slate-v2 editor invariant.
[x]	7346	OPEN	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Selection should be moved to an empty text when creating inline code via backticks	https://github.com/facebook/lexical/issues/7346	Inline code created by backticks should leave selection/marks in a usable state, but Slate-v2 markdown-shortcuts currently only implements block shortcuts; no exact inline-code markdown oracle exists yet.
[x]	7349	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Markdown shortcuts should not apply to code-formatted text	https://github.com/facebook/lexical/issues/7349	Markdown emphasis markers inside inline code should stay inert, but Slate-v2 markdown-shortcuts does not currently implement inline-code shortcut behavior; no exact oracle exists yet.
[x]	7350	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Bug(?): calling `editor.focus()` in `editor.update`'s `onUpdate` doesn't seem to selectEnd	https://github.com/facebook/lexical/issues/7350	Programmatic focus during an update should select the editor end if the API promises that; current Slate-v2 focus/read-only contracts are adjacent but not exact for update-onUpdate focus selectEnd.
[x]	7355	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Bug: selection not updated when clicked on the selection text in non-editable editor	https://github.com/facebook/lexical/issues/7355	Clicking selected text in a read-only/non-editable editor should update native/model selection consistently; existing read-only click contracts do not cover this exact selected-text click case.
[x]	7358	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Can't trigger markdown shortcuts when pressing enter	https://github.com/facebook/lexical/issues/7358	Triggering markdown shortcuts on Enter instead of Space is a markdown shortcut API behavior; current Slate-v2 example shortcuts are space-triggered and no Enter-trigger oracle exists.
[x]	7360	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Bug: editor.setRootElement is unsafe to call with pending updates	https://github.com/facebook/lexical/issues/7360	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	7363	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 browser geometry/overlay owner	visual geometry proof under transformed/scrolled/constrained viewport required		select or add a focused Slate-v2 browser geometry target before runtime work	Bug: Incorrect Caret Movement in Vertical Text Mode (writing-mode: vertical-rl)	https://github.com/facebook/lexical/issues/7363	Vertical writing-mode caret movement needs focused browser geometry proof with writing-mode: vertical-rl; no exact Slate-v2 vertical text oracle exists yet.
[x]	7364	CLOSED	no	invalid-skip	skip	selection-dom-caret	DOM selection, caret, range, focus, and native movement	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Feature: Do not select first item on render of LexicalMenu / LexicalTypeaheadMenuPlugin	https://github.com/facebook/lexical/issues/7364	Lexical typeahead menu initial option selection is menu/product UI behavior, not a Slate-v2 editor-core invariant in this ledger.
[x]	7369	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Markdown checklist is not rendering	https://github.com/facebook/lexical/issues/7369	Checklist markdown import/shortcut support is a markdown/checklist feature; Slate-v2 has checklist browser behavior but no exact markdown checklist import oracle.
[x]	7370	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: [lexical-table] GetDOMSlot reconciliation for table properties	https://github.com/facebook/lexical/issues/7370	Table DOM wrapper/property reconciliation after reload is table wrapper model/rendering behavior; no exact Slate-v2 frozen-row/wrapper oracle exists yet.
[x]	7373	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Feature Request: Import style when pasting aligned text from an Excel table	https://github.com/facebook/lexical/issues/7373	Excel table paste alignment preservation is table clipboard style import behavior; existing Slate-v2 Google Sheets paste proof covers rows/cells/BIU, not exact alignment preservation.
[x]	7376	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Inserting Image via url	https://github.com/facebook/lexical/issues/7376	Plugin/product issue with possible raw invariant; route to Plate unless a Slate substrate row is split. Original non-Slate owner: Plate plugin/package/docs/example owner. Title: Bug: Inserting Image via url.
[x]	7377	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: Unable to delete image caption when there is a table	https://github.com/facebook/lexical/issues/7377	Deleting an image caption when a table is present combines image caption atom behavior with table focus/selection; no exact Slate-v2 oracle exists yet.
[x]	7379	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: `KEY_ESCAPE_COMMAND` is not logged in the playground debugger until it receives focus again	https://github.com/facebook/lexical/issues/7379	Plugin/product issue with possible raw invariant; route to Plate unless a Slate substrate row is split. Original non-Slate owner: Plate plugin/package/docs/example owner. Title: Bug: `KEY_ESCAPE_COMMAND` is not logged in the playground debugger until it receives focus again.
[x]	7383	OPEN	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: [lexical-playground] clear-formatting doesn't clear text-left/right/center alignment when no formatting to text	https://github.com/facebook/lexical/issues/7383	Plugin/product issue with possible raw invariant; route to Plate unless a Slate substrate row is split. Original non-Slate owner: Plate plugin/package/docs/example owner. Title: Bug: [lexical-playground] clear-formatting doesn't clear text-left/right/center alignment when no formatting to text.
[x]	7385	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Bug: lexical-mark nodes are not exported to HTML using $generateHtmlFromNodes()	https://github.com/facebook/lexical/issues/7385	Marked/highlight text export to HTML is serialization behavior; current Slate-v2 paste/export proof does not cover exact mark-node HTML export.
