number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
6584	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Crashes when navigating within a table with merged cells	https://github.com/facebook/lexical/issues/6584
6586	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting certain text breaks the editor	https://github.com/facebook/lexical/issues/6586
6589	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: applying formatting to table cells with mixed formatting does not make formatting consistent	https://github.com/facebook/lexical/issues/6589
6590	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Cut operation does not work properly when a table exists	https://github.com/facebook/lexical/issues/6590
6591	OPEN	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: set line height	https://github.com/facebook/lexical/issues/6591
6593	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: The line counting in the code is breaking	https://github.com/facebook/lexical/issues/6593
6595	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	From here I was able to fetch only the text with face. The styles we have here are not coming. How is this possible?	https://github.com/facebook/lexical/issues/6595
6597	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Module not found: Error: Can't resolve 'react/jsx-runtime'	https://github.com/facebook/lexical/issues/6597
6600	OPEN	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Feature: A text node that cannot be split but can be formatted	https://github.com/facebook/lexical/issues/6600
6602	OPEN	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Feature: Please don't ignore the vue user community	https://github.com/facebook/lexical/issues/6602
6604	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: replace elementNode error	https://github.com/facebook/lexical/issues/6604
6605	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Unmerging cells in a row/column header makes it impossible to fix row/column header formatting	https://github.com/facebook/lexical/issues/6605
6606	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: When parsing a new paragraph after any list, the paragraph is parsed as part of the list.	https://github.com/facebook/lexical/issues/6606
6610	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Feature: Highlight special strings	https://github.com/facebook/lexical/issues/6610
6611	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Handling extended HTML styling	https://github.com/facebook/lexical/issues/6611
6613	OPEN	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Custom Lexical Node Children	https://github.com/facebook/lexical/issues/6613
6614	OPEN	keep-portable	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts; future yjs browser lane	package remote-selection/history proof; browser yjs proof when accepted	create-new/defer-yjs-browser	bun test ./packages/slate/test/collab-history-runtime-contract.ts --test-name-pattern "remote|selection|history|collab"	Bug: undo causes unexpected paragraph deletion in collaborative editor	https://github.com/facebook/lexical/issues/6614
6621	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Feature: Single Table Cell selection, and add TableCellSelection command	https://github.com/facebook/lexical/issues/6621
6622	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection does not update to null onBlur	https://github.com/facebook/lexical/issues/6622
6623	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: table resizes wrong column when cell is merged	https://github.com/facebook/lexical/issues/6623
6624	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: table columns collapse when cells are merged	https://github.com/facebook/lexical/issues/6624
6628	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Line break inside link node appends text to the end of the current paragraph	https://github.com/facebook/lexical/issues/6628
6632	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection is not updated when something is selected inside a DecoratorNode	https://github.com/facebook/lexical/issues/6632
6633	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Feature: Unable to Get Nodes on Text Hover	https://github.com/facebook/lexical/issues/6633
6635	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Error when extending DecoratorNode; Element type is invalid: expected a string	https://github.com/facebook/lexical/issues/6635
6636	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: setEditable(true) + SelectEnd inside Li - creates new span per each new typing.	https://github.com/facebook/lexical/issues/6636
6637	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Interoperability between lexical and @lexical/react	https://github.com/facebook/lexical/issues/6637
6640	CLOSED	keep-portable	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts; future yjs browser lane	package remote-selection/history proof; browser yjs proof when accepted	create-new/defer-yjs-browser	bun test ./packages/slate/test/collab-history-runtime-contract.ts --test-name-pattern "remote|selection|history|collab"	Bug: Collab not connecting in dev mode	https://github.com/facebook/lexical/issues/6640
6645	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: pasting a table causes a large number of empty lines to be pasted	https://github.com/facebook/lexical/issues/6645
6647	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Question/Help: HTMLNode (tldr; don't strip unknown tags, but rather fallback them to readonly HTMLNode if such node would be passed to config)	https://github.com/facebook/lexical/issues/6647
6654	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Preserves format at paragraph level from the previous line	https://github.com/facebook/lexical/issues/6654
6655	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Feature: Support Custom Color for Table Selection Highlight	https://github.com/facebook/lexical/issues/6655
